area,building_type,location,num_bath_rooms,num_bed_rooms,price
3 Beds,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,48 Lakh
6 Beds,Apartment,"Mirpur, Dhaka",6 Beds,6 Beds,1.15 Crore
3 Beds,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,52 Lakh
3 Beds,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,50 Lakh
4 Beds,Apartment,"Gandaria, Sutrapur, Dhaka",4 Beds,4 Beds,99 Lakh
3 Beds,Apartment,"Block C, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1.35 Crore
3 Beds,Apartment,"Middle Paikpara, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Block H, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.33 Crore
3 Beds,Apartment,"South Monipur, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,98 Lakh
3 Beds,Apartment,"A-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,90.75 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,73.2 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,73.2 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,68 Lakh
2 Beds,Apartment,"Section 1, Mirpur, Dhaka",2 Beds,2 Beds,57.3 Lakh
2 Beds,Apartment,"Section 1, Mirpur, Dhaka",2 Beds,2 Beds,57.25 Lakh
3 Beds,Apartment,"Mohammadpur, Dhaka",3 Beds,3 Beds,2.11 Crore
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,68.8 Lakh
3 Beds,Apartment,"10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,68.31 Lakh
3 Beds,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Patharghata, Kotwali, Chattogram",3 Beds,3 Beds,75 Lakh
5 Beds,Apartment,"10 No. North Kattali Ward, Chattogram",5 Beds,5 Beds,3 Crore
3 Beds,Apartment,"10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,98 Lakh
3 Beds,Apartment,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,1.13 Crore
3 Beds,Apartment,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Dhaka Uddan, Mohammadpur, Dhaka",3 Beds,3 Beds,58 Lakh
3 Beds,Apartment,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,82 Lakh
3 Beds,Apartment,"Gulbag, Malibagh, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,1 Crore
2 Beds,Apartment,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",2 Beds,2 Beds,45 Lakh
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Sector 3, Uttara, Dhaka",3 Beds,3 Beds,1.99 Crore
3 Beds,Apartment,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,61.75 Lakh
4 Beds,Apartment,"Banani DOHS, Dhaka",4 Beds,4 Beds,9.7 Crore
3 Beds,Apartment,"Block D, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1.1 Crore
2 Beds,Apartment,"Rupali Housing, Section 3, Mirpur, Dhaka",2 Beds,2 Beds,35 Lakh
4 Beds,Apartment,"Avenue 10, Mirpur DOHS, Mirpur, Dhaka",4 Beds,4 Beds,2.1 Crore
3 Beds,Apartment,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,70 Lakh
2 Beds,Apartment,"Rupali Housing, Section 3, Mirpur, Dhaka",2 Beds,2 Beds,32 Lakh
3 Beds,Apartment,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Shiddheswari, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Tejkunipara, Tejgaon, Dhaka",3 Beds,3 Beds,52 Lakh
3 Beds,Apartment,"Muradpur, Chattogram",3 Beds,3 Beds,81.5 Lakh
2 Beds,Apartment,"Transmitter, Faydabad, Dakshin Khan, Dhaka",2 Beds,2 Beds,26 Lakh
3 Beds,Apartment,"Muradpur, Chattogram",3 Beds,3 Beds,71 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,98 Lakh
2 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",2 Beds,2 Beds,57 Lakh
3 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,92 Lakh
2 Beds,Apartment,"Transmitter, Faydabad, Dakshin Khan, Dhaka",2 Beds,2 Beds,26.8 Lakh
3 Beds,Apartment,"East Monipur, Mirpur, Dhaka",3 Beds,3 Beds,68.25 Lakh
3 Beds,Apartment,"East Monipur, Mirpur, Dhaka",3 Beds,3 Beds,98 Lakh
3 Beds,Apartment,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",3 Beds,3 Beds,47 Lakh
3 Beds,Apartment,"A-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,90.75 Lakh
,Plot,"Priyanka City, Sector 12, Uttara, Dhaka",,,1.65 Crore
3 Beds,Apartment,"Purbanchal Road, Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Road No 5, Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.9 Crore
3 Beds,Apartment,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,67 Lakh
3 Beds,Apartment,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,67 Lakh
3 Beds,Apartment,"Sector 2, Block F, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.1 Crore
,Plot,"Aftab Nagar, Dhaka",,,2.5 Crore
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,98 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,95.2 Lakh
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore
2 Beds,Apartment,"Khulshi Garden View Housing Society, 9 No. North Pahartali Ward, Chattogram",2 Beds,2 Beds,46 Lakh
3 Beds,Apartment,"Sector 5, Uttara, Dhaka",3 Beds,3 Beds,1.5 Crore
3 Beds,Apartment,"West Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.75 Crore
3 Beds,Apartment,"Akbarshah Railway Colony, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,56 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,63.8 Lakh
3 Beds,Apartment,"2nd Colony, Mirpur, Dhaka",3 Beds,3 Beds,42 Lakh
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.2 Crore
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,63.8 Lakh
2 Beds,Apartment,"Section 1, Mirpur, Dhaka",2 Beds,2 Beds,57.25 Lakh
2 Beds,Apartment,"Chalabon, Dakshin Khan, Dhaka",2 Beds,2 Beds,40 Lakh
2 Beds,Apartment,"Section 1, Mirpur, Dhaka",2 Beds,2 Beds,57.25 Lakh
2 Beds,Apartment,"Chalabon, Dakshin Khan, Dhaka",2 Beds,2 Beds,40 Lakh
3 Beds,Apartment,"Sardar Bahadur Nagar, South Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Muradpur, Chattogram",3 Beds,3 Beds,71 Lakh
3 Beds,Apartment,"Sardar Bahadur Nagar, South Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,56 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Jamal Khan, Chattogram",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Block J, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.4 Crore
4 Beds,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",4 Beds,4 Beds,3.75 Crore
3 Beds,Apartment,"East Nasirabad, Chattogram",3 Beds,3 Beds,1.23 Crore
56 Beds,Building,"Faydabad, Dakshin Khan, Dhaka",56 Beds,56 Beds,6.7 Crore
3 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,82 Lakh
3 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.95 Crore
3 Beds,Apartment,"Paikpara, Mirpur, Dhaka",3 Beds,3 Beds,91.7 Lakh
2 Beds,Apartment,"Faydabad, Dakshin Khan, Dhaka",2 Beds,2 Beds,40 Lakh
4 Beds,Apartment,"Paikpara, Mirpur, Dhaka",4 Beds,4 Beds,1.14 Crore
3 Beds,Apartment,"City Gate, 10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,64 Lakh
4 Beds,Apartment,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",4 Beds,4 Beds,3 Crore
4 Beds,Apartment,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",4 Beds,4 Beds,2.7 Crore
3 Beds,Apartment,"Panchlaish, Chattogram",3 Beds,3 Beds,98 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,77.95 Lakh
3 Beds,Apartment,"Panchlaish, Chattogram",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Panchlaish, Chattogram",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Muradpur, Chattogram",3 Beds,3 Beds,81.5 Lakh
3 Beds,Apartment,"Paikpara, Mirpur, Dhaka",3 Beds,3 Beds,94.45 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,39 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,39 Lakh
2 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",2 Beds,2 Beds,62 Lakh
3 Beds,Apartment,"East Monipur, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
2 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh
,Plot,"Mirzanagar, Ashulia, Savar, Dhaka",,,1.8 Crore
2 Beds,Apartment,"South Pirerbag, Pirerbag, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
3 Beds,Apartment,"Nurer Chala, Badda, Dhaka",3 Beds,3 Beds,53 Lakh
18 Beds,Building,"Block G, Bashundhara R-A, Dhaka",18 Beds,18 Beds,8 Crore
3 Beds,Apartment,"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,65 Lakh
2 Beds,Apartment,"Auchpara, Tongi, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,28 Lakh
4 Beds,Apartment,"Nasirabad Housing Society, Muradpur, Chattogram",4 Beds,4 Beds,1.4 Crore
4 Beds,Apartment,"Amirbag Residential Area, 15 No. Bagmoniram Ward, Chattogram",4 Beds,4 Beds,3 Crore
2 Beds,Apartment,"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",2 Beds,2 Beds,56 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.2 Crore
3 Beds,Apartment,"Nasirabad Housing Society, Muradpur, Chattogram",3 Beds,3 Beds,1.4 Crore
4 Beds,Apartment,"Block C, Section 12, Mirpur, Dhaka",4 Beds,4 Beds,58 Lakh
3 Beds,Apartment,"Kadamtala, Bashabo, Dhaka",3 Beds,3 Beds,82 Lakh
2 Beds,Apartment,"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",2 Beds,2 Beds,60 Lakh
3 Beds,Apartment,"Gosaildanga, 36 Goshail Danga Ward, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,3.22 Crore
3 Beds,Apartment,"Kazir Dewri, Chattogram",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Transmitter, Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,45 Lakh
5 Beds,Duplex,"Khulshi Green Housing Society, Khulshi, Chattogram",5 Beds,5 Beds,6.5 Crore
3 Beds,Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,1.78 Crore
3 Beds,Apartment,"Block F, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,77 Lakh
18 Beds,Building,"Block A, Sugandha Residential Area, Panchlaish, Chattogram",18 Beds,18 Beds,10.5 Crore
3 Beds,Apartment,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1.7 Crore
3 Beds,Apartment,"9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,77.55 Lakh
3 Beds,Apartment,"9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,78.1 Lakh
3 Beds,Apartment,"DOHS, Ashulia, Savar, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,55.6 Lakh
3 Beds,Apartment,"9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,78.1 Lakh
3 Beds,Apartment,"DOHS, Ashulia, Savar, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,77.55 Lakh
2 Beds,Apartment,"Block A, Radio Colony, Savar, Dhaka",2 Beds,2 Beds,35 Lakh
3 Beds,Apartment,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Block B, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Block C, Niketan, Dhaka",3 Beds,3 Beds,1.05 Crore
3 Beds,Apartment,"Block E, Niketan, Dhaka",3 Beds,3 Beds,2.3 Crore
3 Beds,Apartment,"DOHS, Ashulia, Savar, Dhaka",3 Beds,3 Beds,85 Lakh
2 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",2 Beds,2 Beds,85 Lakh
3 Beds,Apartment,"Joy Nagar, Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",3 Beds,3 Beds,80 Lakh
,Plot,"Bonomala, Tongi, Gazipur Sadar Upazila, Gazipur",,,30 Lakh
,Plot,"Sholokbahar, Chattogram",,,1.8 Crore
3 Beds,Apartment,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Block A, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,1.03 Crore
3 Beds,Apartment,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"Block A, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,1.03 Crore
3 Beds,Apartment,"Block A, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Nurer Chala, Badda, Dhaka",3 Beds,3 Beds,53 Lakh
3 Beds,Apartment,"Block D, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,25 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,27 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,27 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
3 Beds,Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,1.35 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.05 Crore
,Plot,"Fatulla, Narayanganj City",,,1.7 Crore
,Plot,"Block D, Niketan, Dhaka",,,15 Crore
10 Beds,Building,"9 No. North Pahartali Ward, Chattogram",10 Beds,10 Beds,6.5 Crore
,Plot,"Block D, Niketan, Dhaka",,,15 Crore
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
,Plot,"West Maniknagar, Maniknagar, Dhaka",,,9.75 Crore
3 Beds,Apartment,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",3 Beds,3 Beds,1.33 Crore
,Plot,"Purbohati, Hemayetpur, Savar, Dhaka",,,1.5 Crore
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,1.65 Crore
3 Beds,Apartment,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,1.08 Crore
7 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",7 Beds,7 Beds,6 Crore
,Plot,"7 No. West Sholoshohor Ward, Chattogram",,,1 Crore
,Plot,"Zinzira, Savar, Dhaka",,,23 Lakh
3 Beds,Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,76.75 Lakh
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.25 Crore
3 Beds,Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,82.5 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,86.75 Lakh
3 Beds,Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,78.5 Lakh
3 Beds,Apartment,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,77 Lakh
3 Beds,Apartment,"Block F, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,57 Lakh
3 Beds,Apartment,"Block F, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,77 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,57.75 Lakh
3 Beds,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,60 Lakh
2 Beds,Apartment,"Block E, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,61.8 Lakh
3 Beds,Apartment,"Block TA, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,47 Lakh
3 Beds,Apartment,"Tajmahal Road, Mohammadpur, Dhaka",3 Beds,3 Beds,1.5 Crore
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,45 Lakh
2 Beds,Apartment,"Tayebiyea Housing Society, Shahid Nagar, Bayazid, Chattogram",2 Beds,2 Beds,30 Lakh
3 Beds,Apartment,"Block J, South Banasree Project, Banasree, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,61.74 Lakh
2 Beds,Apartment,"Section 13, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
2 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",2 Beds,2 Beds,53 Lakh
2 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,85 Lakh
4 Beds,Apartment,"Block J, Baridhara, Dhaka",4 Beds,4 Beds,1.9 Crore
3 Beds,Apartment,"Khulshi, Chattogram",3 Beds,3 Beds,1.3 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",3 Beds,3 Beds,35 Lakh
3 Beds,Apartment,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",3 Beds,3 Beds,39 Lakh
4 Beds,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",4 Beds,4 Beds,2 Crore
3 Beds,Apartment,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",3 Beds,3 Beds,46 Lakh
3 Beds,Apartment,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",3 Beds,3 Beds,46 Lakh
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,2.38 Crore
3 Beds,Apartment,"Kawlar Moddho Para, Kawlar, Dakshin Khan, Dhaka",3 Beds,3 Beds,53 Lakh
3 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",3 Beds,3 Beds,72 Lakh
3 Beds,Apartment,"Block B, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.25 Crore
3 Beds,Apartment,"Block H, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,92 Lakh
2 Beds,Apartment,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,75.5 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,68 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
4 Beds,Apartment,"Block A, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.5 Crore
3 Beds,Apartment,Dhaka,3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Block B, Rahman Nagar, Nasirabad, Bayazid, Chattogram",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Block B, Rahman Nagar, Nasirabad, Bayazid, Chattogram",3 Beds,3 Beds,75.7 Lakh
3 Beds,Apartment,"Badurtala, Sholokbahar, Chattogram",3 Beds,3 Beds,87 Lakh
3 Beds,Apartment,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",3 Beds,3 Beds,99.62 Lakh
4 Beds,Apartment,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",4 Beds,4 Beds,1.85 Crore
2 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",2 Beds,2 Beds,52 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block J, Baridhara, Dhaka",3 Beds,3 Beds,1.67 Crore
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Patharghata, Kotwali, Chattogram",3 Beds,3 Beds,67 Lakh
3 Beds,Apartment,"Nasirabad Housing Society, Muradpur, Chattogram",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,64.5 Lakh
3 Beds,Apartment,"Chadra Nagar, Bayazid, Chattogram",3 Beds,3 Beds,58 Lakh
3 Beds,Apartment,"Patharghata, Kotwali, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,52 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,58 Lakh
3 Beds,Apartment,"Block B, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,1.05 Crore
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"South Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,1.4 Crore
3 Beds,Apartment,"19 No. South Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,45 Lakh
